jxC-0T5lXw4_250,using sewing machines
CIAd34BDDHg_29,underwater bubbling
2VqKqjqvugc_198,writing on blackboard with chalk
U4LITdDmjvg_11,toilet flushing
JFG4YvcJ3bo_228,playing bongo
VPhcuvPn6L4_250,people finger snapping
b5TTBG2d8p8_54,plastic bottle crushing
gc9Ceh4ltaE_30,pumping water
mT4pfrwWaco_0,people farting
eE2OsnPVzzI_157,canary calling
DJXQV_oKyjE_30,ambulance siren
Uka_Qhmi9cY_17,zebra braying
VV-DgnPPhSo_220,female singing
1FWUnWVX5Xk_159,baltimore oriole calling
qShzBJddv_s_27,warbler chirping
EO8nwfjhVtQ_30,playing harmonica
kGCW-Aw_0Xg_5,footsteps on snow
4XR-J7VTN80_255,opening or closing car doors
uAB0hA7zxKI_30,"pigeon, dove cooing"
f2lVkHEwEgs_150,eating with cutlery
t7GM_V8yLqs_85,playing table tennis
Vb5-6-BQzlI_502,elephant trumpeting
egq3Z_2dg7g_633,playing tympani
u-r8oKBsz0I_13,cat growling
MiQZ0dGQuIA_170,people screaming
0iiwZ2_9Vi8_90,people coughing
-M7ZNV6gLo0_310,bird squawking
Q22V0AgIHr8_103,baltimore oriole calling
dyX9ElZE7TQ_70,playing clarinet
ThVGE9TjEjM_136,magpie calling
aLlZVgTCq6U_189,playing badminton
qs_-emj1qR4_30,playing trombone
MGke2jauexU_142,playing volleyball
b7-9-67LlGw_106,chinchilla barking
imo0-muPdy0_30,cat purring
xbpucbIm_2Y_100,civil defense siren
Qm7qy9cJcO8_23,penguins braying
F-yyHi8weHk_30,people running
9ZCHzzCh5nk_30,playing cello
ekxnklqMf8c_48,missile launch
0YTieIiZNN4_10,machine gun shooting
fFKL_Njts_U_371,playing drum kit
8EtCndQcHvs_33,tractor digging
5R3bR-rkqIk_146,people eating noodle
Vk0K6WAPAB0_29,airplane
I0CQd_aWJ9g_30,people shuffling
h4IhBsi2dcw_170,mouse squeaking
IID8ylEYH5o_62,canary calling
hfIfBPkH8Fo_300,waterfall burbling
HMhAM5aicvI_30,playing electronic organ
PWLeqsU7nUI_73,train wheels squealing
iPEl8BYedYA_107,playing washboard
WluvjqG4fdw_120,playing synthesizer
zLjGbjdmoOo_74,missile launch
-r4vbRkcndc_128,sea waves
UXZxgKr4nSo_275,chipmunk chirping
HtDjOm1Iolw_30,sliding door
AO-plgsoaoQ_194,roller coaster running
MnEZwnRuQR8_30,firing cannon
JKUSKYdYo9w_0,people coughing
t7oAteGa55g_90,"vehicle horn, car horn, honking"
YWTMpcGI3s4_0,cell phone buzzing
JBCFIEjHh2o_5,eletric blender running
dMW3YcQPPhk_412,people eating crisps
D-7c7OP4dFg_51,"electric shaver, electric razor shaving"
aZfszZqR7i4_120,"subway, metro, underground"
doAZt2wBHI4_12,cat purring
ca9cb9AGvi4_30,people farting
8YaDsXWhDTA_496,playing trumpet
mlnroDsO95Y_5,swimming
MQEgNzMQ8mY_99,penguins braying
V3aaPyUdIyo_244,playing double bass
mOOx10X0iG4_39,skiing
ZwU142gcENM_110,dog baying
zey5f-NjbtE_201,people giggling
99iIggWrfNM_30,"engine accelerating, revving, vroom"
HOGj4kLWmxs_30,playing hammond organ
LOj1kNzRycU_196,swimming
PnDQGrMCnts_280,"railroad car, train wagon"
kAOsa6_9wBY_103,spraying water
B7TvfMll0Ro_30,people whispering
E4oNVFYPj8Y_300,people finger snapping
aP3YC0i0yyY_82,hedge trimmer running
B5aMgTvT5Jk_39,eagle screaming
RDCeLCJp7NM_0,coyote howling
RWfQ46PM5jo_11,mosquito buzzing
m01LHP_3FLY_203,bouncing on trampoline
5RhulB6JTdA_8,police car (siren)
RrlgSfQrqQc_20,"subway, metro, underground"
A1E-agNyE2U_172,rope skipping
D8LW5sTsIlc_30,printer printing
Sp9bKDHRfsM_65,tornado roaring
a0Hrvh4RS3o_792,rope skipping
kWPAWeNuBKc_506,lathe spinning
DJbFAoB4-_o_170,people hiccup
OkYcKfqFNmM_82,playing bugle
JErx-AImWqk_0,dog bow-wow
_z72jRCSaeE_80,gibbon howling
a_HZ5bMXveM_33,baltimore oriole calling
cvyER04xhA0_112,playing darts
hBrcjmbJq0k_44,thunder
USlCCt8En7A_460,people belly laughing
X8yUSV4oqoU_30,people coughing
8Wu6Y0tgCYU_31,dinosaurs bellowing
PtgNHlRcC60_30,people eating
-RO4IF8Qv3c_369,playing darts
7H3_936cWTg_7,air horn
kOkmzQhIyXY_210,people gargling
PN9EuYoUZig_141,playing badminton
TJ4aeESZ6e8_100,playing piano
84fDGWoRtsU_210,skateboarding
ewm9cpk6GmY_30,people sniggering
ALngpCKUzmE_99,chimpanzee pant-hooting
Tu1BmVrerAw_330,hair dryer drying
qhTCG1xhCkE_27,wood thrush calling
ZahBai58_Ec_330,playing accordion
WSJKk9M5UsQ_30,mouse squeaking
izGLFfu3VAY_26,playing flute
kX4-OMWCdCc_150,playing cello
eipkKgTKAN8_40,playing bagpipes
LxnIUtOAsCs_30,playing harp
muQm_S77_E0_70,turkey gobbling
HhsGpNE4abY_300,playing hammond organ
JqfJ5xfAMbE_30,horse clip-clop
gfFpHArBxQU_30,playing hammond organ
Njo2p0dLC6U_30,people shuffling
OkMPd5IwM-w_12,cuckoo bird calling
18aaA2efGng_370,"bee, wasp, etc. buzzing"
mMiISjAM8-Y_169,writing on blackboard with chalk
Skrr-UgHeHg_8,lions growling
v2Ng8iGwf40_30,duck quacking
Jw-ugqr4GXk_370,people whispering
qdoVrbfM588_346,chopping wood
nljhIF3wxz4_35,playing table tennis
r4dIxMaDoP4_250,playing bagpipes
YgUzaYuDSRo_1,lions growling
GKPDhTCffNw_292,train wheels squealing
I-bNKpYykUY_1034,lip smacking
OUIkTOSII9w_50,elk bugling
fdoSpr2hpIA_121,cupboard opening or closing
PD9qAU6kazY_270,cap gun shooting
E-nunSOWtMs_70,ambulance siren
617DBvWl16Y_30,hair dryer drying
dUoUDZYKBzM_167,magpie calling
RPscbFkdUto_520,thunder
1GyO48dbGCI_0,running electric fan
7rqy1JhY7TU_30,goat bleating
65LOQWV-UfM_100,playing french horn
DfCTXmNRj24_30,people clapping
rR39rDVGPXk_166,ice cracking
GmWaI27ivf4_30,bouncing on trampoline
l9L7_RaTw6I_60,playing clarinet
JV2OwVsxY_0_0,otter growling
OoUncWICg-s_110,playing banjo
PljzqcsQ62U_30,"bird chirping, tweeting"
eo4MuYGCoGI_89,playing glockenspiel
fn41SZiLTUQ_137,opening or closing car electric windows
pjtJGwhmi9I_66,running electric fan
ddshpQOcrG4_120,playing erhu
NWzLu1xRyK4_0,thunder
zzFdhaiG_Hk_95,popping popcorn
0N9EN0BEjP0_430,driving buses
ieZmQbzQYtw_0,people belly laughing
_JgY3UNXvVI_30,people whispering
VHoOg4twnO0_60,machine gun shooting
wn8XiU5i9HM_0,opening or closing car electric windows
OWuMapsvJ3w_50,chainsawing trees
DtUw0XOALfk_64,playing bass drum
3kDi5Hk-Vmw_30,playing accordion
WCUOOS-CtZI_114,playing squash
91k-dD34c94_560,playing gong
xyco-5DC_K8_30,playing sitar
NNlWhUTKqI0_30,singing choir
_iQ2hXonRsY_460,people belly laughing
1ZwVoNUvaAE_0,playing snare drum
fuwbfvaUMAw_211,playing badminton
ixJyYMKAtgQ_60,playing gong
Lep1tjEIkJc_30,playing harp
J7Nyf-zX5Q8_33,chinchilla barking
R3wL8pl7vDg_194,extending ladders
_qL20ImF8bE_14,people giggling
dQcXyoJFASE_308,playing lacrosse
bNvp4y9WSGM_30,"playing violin, fiddle"
Ir3oV9gxOMk_170,playing bagpipes
GhOXDKsmewM_30,people babbling
U4mjEABM6qw_7,sheep bleating
9uSTEQy8DKg_30,duck quacking
BkOfrw3c3EE_30,pig oinking
7XNy97YAGjo_251,roller coaster running
dKC0F_5tdsU_5,whale calling
dC1TVxwiitc_30,"race car, auto racing"
p3wyCHIAO7A_109,car engine idling
__p-iA312kg_70,dog growling
W4acKG-KSTE_30,people clapping
B4vFb8EJ5Fc_469,arc welding
mzw5MWr-SZY_300,mosquito buzzing
gUZOZP-sgng_330,typing on computer keyboard
3O7CzEL0pXA_421,people marching
BaZGT-2NhEA_157,playing cornet
X1aRTyM821w_24,wood thrush calling
FD2paju93aI_30,door slamming
680o8EChP_o_105,striking pool
3sYnYraOuIo_510,fireworks banging
BaBT2r8L6E4_13,"pigeon, dove cooing"
EJY8PjG9Yn4_685,lip smacking
7tkFQDldcnM_110,playing accordion
QNekELxXfHw_20,mouse pattering
xnA7O5ESAbY_30,"playing violin, fiddle"
Lryk9Xx53DM_60,playing cello
DIKZP8-TnOQ_20,cap gun shooting
N-kdCENmuAs_39,penguins braying
s_8Mu0lIyFg_104,striking pool
cp8t27oT_ww_0,playing ukulele
3xW9NcPDSCk_223,people eating noodle
qXMeMOkNAXQ_21,underwater bubbling
Us0qIYoVRvU_144,slot machine
ViP3M-Hlm18_30,playing french horn
Fnsn0MeW3X4_580,playing french horn
pkFxWAshbWE_22,people running
sc7KNFUEdfY_30,duck quacking
qz66f98CiBg_86,opening or closing car doors
986MPr2JYY4_16,people battle cry
yFV4SbZv10s_72,otter growling
AuwXsdruL7I_30,lions roaring
mbVT9tKSUXo_5,air horn
TGONNoxESV8_121,child singing
NHMSZ6en7m4_150,church bell ringing
gksGyZQWxgw_90,printer printing
DBh-oPTYJ7M_39,chopping food
mDtpxEQFyts_18,cat caterwauling
YyQD0ev3loM_390,people finger snapping
QS31Gm9tIig_0,machine gun shooting
6Yk15FbL2yw_81,playing drum kit
oaKEAU7SoCE_30,playing harmonica
TOpAW-8jlKQ_30,playing cymbal
5xVe-bGbbYA_45,playing erhu
guD3o7aspko_30,people sniggering
g_EQ7Ir1d_0_0,gibbon howling
f6wrXzvByrg_30,playing banjo
fymM6VcMwoI_183,chopping food
3kFl_TY3iUg_0,cheetah chirrup
62iu37ZuMnw_30,helicopter
p0c-sBtVkio_187,playing castanets
OZv8mtQEgA0_30,"engine accelerating, revving, vroom"
JaGUY5ULTok_20,playing didgeridoo
lGjXKrsWDYc_8,sheep bleating
HVSrOlC3270_45,dog howling
Kmizok5mDVE_330,"subway, metro, underground"
1DG7FLVxKDA_14,extending ladders
L9-nSe9P0l8_364,people eating noodle
X0AxA0BWZPk_98,people eating crisps
Wdg90rCeA34_508,playing table tennis
eoINKEFklgM_0,cattle mooing
fa7iZnVDrJk_0,volcano explosion
O99ncoIkg2U_0,wind noise
-aXWYfAdovc_230,"bee, wasp, etc. buzzing"
s5HoypqsP8A_88,chipmunk chirping
K49OWIVNULE_220,fireworks banging
AFGcqc-gfiw_30,printer printing
BQsQzaDrHKY_210,"alligators, crocodiles hissing"
S5Tff1ohiJE_30,chopping wood
xLkLbI6uqSs_53,snake hissing
KcYCxfTPfY0_0,sea lion barking
n5SqYqXBMXQ_5,playing oboe
XzsPKZf62G0_420,machine gun shooting
NvN2PoU3Pzs_678,people slurping
Ax1rIOmzMWY_0,"fly, housefly buzzing"
JRIKh0r_We8_98,playing congas
YvMCeGLzTWE_50,playing hammond organ
mGKX6kwKvSE_340,eating with cutlery
ZRBdcMCPFV8_39,footsteps on snow
xZjbiCtvuNU_896,bathroom ventilation fan running
IN4Up4lZvB0_14,people nose blowing
oBsTZmqrpFQ_70,playing drum kit
p-ASHwSVFSI_80,playing harmonica
5DsudOczidE_100,mouse pattering
aPQtK3lZPVw_20,playing clarinet
eYY4WhdlS2c_7,playing djembe
qhyrLOJ7LcQ_440,fire truck siren
nGqzNDdhGrk_30,"vehicle horn, car horn, honking"
GO_1gBjIR1c_30,helicopter
ZV9-hp6TMug_0,playing clarinet
r9lsNndMDIU_148,playing washboard
SVoLykPMwAs_30,"bird chirping, tweeting"
q-lVsfgGuq4_826,foghorn
U8kJ9DFX6S0_140,toilet flushing
YetymMpBcvY_4,cricket chirping
V-lj5QvZYBo_30,firing cannon
YLduYJDnL5c_10,dog whimpering
bB4nqJqHFQI_20,ice cracking
fuEoJnJwm4M_0,thunder
f_8Jnw9bU64_8,magpie calling
MhXao_uVwqk_124,swimming
Wl2iTlhjKls_33,playing erhu
42CPymJ_MXI_60,people crowd
vzY4mHyr-F8_214,people humming
GSAMEMX_oAg_200,playing ukulele
Jy9BwUEB994_14,zebra braying
GrzDev6lW0Q_41,canary calling
D6shA0yJ8W4_61,"fly, housefly buzzing"
YWabd_3AEfo_49,gibbon howling
b9QbvDDoPsU_160,playing saxophone
WeAejlzuFMQ_460,playing electronic organ
B-9lyla6p1Y_102,people battle cry
7GjdyxNBxZQ_220,people crowd
MYxhRD4RVmQ_10,vacuum cleaner cleaning floors
3gjFMkV2ucY_30,playing accordion
pEV-NcUcAxE_15,baby babbling
SX5-0_j1leg_1008,forging swords
rglibN33aks_12,opening or closing car electric windows
YIN5D9ffrtE_31,coyote howling
MVLEz28ZdFU_10,people coughing
DKSrNxPQrbY_90,fireworks banging
wUc6HadpbBc_0,door slamming
S4NcIl_T80Y_109,golf driving
02UvvE1oA1I_30,goat bleating
Ovwr3IroFXo_5,police radio chatter
7H7l7lfs6JQ_0,cuckoo bird calling
3H3261x-QgI_30,goat bleating
cy7yYRlsmwA_30,raining
GouCuaIlrTU_36,people giggling
y8Yv4pnO7qc_30,playing trombone
5URY9bUoUgE_47,francolin calling
iDs0Tv7ldss_22,people humming
MnH4tzgKXVc_30,chainsawing trees
yOq3d33TSic_240,wind noise
5yLw_p9YcQE_40,playing cymbal
QHVUSqKkrMc_30,car engine knocking
I9DXY3uVflY_119,opening or closing car doors
nyVzNA-Xasg_450,goose honking
RfLGBTAXx_E_60,"bee, wasp, etc. buzzing"
IvCd8eU3N7U_5,"alligators, crocodiles hissing"
NN7dCwbDDJ0_30,playing piano
WWCNBy_rZzg_30,people shuffling
vg92QEL4w4I_419,"male speech, man speaking"
CaLHi97qsZc_428,scuba diving
l9I2UmvDhpw_326,roller coaster running
G8o4P-aM8UE_85,planing timber
28ehZa0fzmo_28,fire truck siren
gQUhn5sq5rs_9,lions growling
pTRiK6Cc9fo_0,wind noise
CTp0IjcFOg8_576,air conditioning noise
IcHFJykCIro_30,dog howling
qEJ_jxZzt7k_30,tapping guitar
yfQCVtm-1F8_151,cat growling
R-NkPYfN3wA_150,cap gun shooting
tlovZjft0Gw_245,tractor digging
yQWGYlXiqXk_2,swimming
-4viN_EoxOA_0,playing saxophone
bjvnTxWP7vo_90,playing cymbal
9wUl5xHWcfc_28,people nose blowing
xZF-QuI4roY_474,"electric shaver, electric razor shaving"
0hjqlmdPT6g_50,car engine starting
ALU-1AILj1c_220,playing tabla
RFeU64gTvGQ_0,people coughing
SlAtd9ydvmE_170,playing trombone
kSKXtXXAD70_30,printer printing
2YXcqoFlYFY_160,fireworks banging
DUWeKLvfrwc_80,eating with cutlery
Mq5u8qFdVjQ_152,car engine idling
pyDI0mBb2Gc_5,people hiccup
GD1vgJwYR4Q_30,"male speech, man speaking"
LgvmB3oyRWQ_299,playing squash
_YYABE0R3uA_30,playing theremin
dmHcDWrMH-8_60,"playing violin, fiddle"
rQUz1GGqc6E_333,playing double bass
Rnk_a1FXc9I_119,penguins braying
KU0aL_iR0_I_560,people belly laughing
1DDBWHBebR4_50,car engine idling
7MT92mDKdKU_106,yodelling
K_GkTGJxTSk_19,chicken clucking
Tvwi_YuLehk_30,playing mandolin
GmvVeThWNQY_30,typing on typewriter
Jboz8dp-8nM_0,lighting firecrackers
V-RJWk8ZtnI_160,running electric fan
566i3rpolg8_150,"motorboat, speedboat acceleration"
CrbZHPkHeV4_30,rapping
uBaRlBqQj3A_496,sea waves
C7CObE387j8_44,ferret dooking
SDtPpEVplNY_80,cow lowing
HClQ6AlwwVM_6,fireworks banging
BjaBFY-8pHw_80,playing tabla
jKjj66pRXZA_20,playing didgeridoo
HgNaHA4LNxc_160,people crowd
SLajIWg3BY8_94,chopping food
8Nu6Tfgw-Dg_647,footsteps on snow
W_-t9sBGOg4_72,playing double bass
sSJAzADv_pw_30,baby laughter
mFuekXaEKXo_330,playing vibraphone
hsch-EsQFlU_21,eagle screaming
tMAB9orMhTY_70,people hiccup
Rg-vGSWc0sk_458,people marching
CW_UrQzAqzU_25,canary calling
Tca5mFJq8e8_61,"playing steel guitar, slide guitar"
m5sIS0q8yy8_0,chinchilla barking
qoo1sZq09pQ_180,playing french horn
AMxnCzC33lo_70,turkey gobbling
jJRbB0Oahls_0,church bell ringing
pQsPEY4MjWk_3,zebra braying
zjRqBIxxdrg_362,playing bass drum
A-QYRlK7cd8_30,raining
WsfNsX9qA20_79,playing guiro
uQIYrVyPkAw_10,people belly laughing
Mgd0Hsgl8gU_100,machine gun shooting
Ti0Ck0xTdw4_30,typing on computer keyboard
OHkkIGrKEKk_0,baltimore oriole calling
mt6Pa7pBz_A_210,train whistling
6_cb0olNqDk_38,chopping wood
hjRCaD9JmJY_511,playing cornet
ZsReGl3e9jc_69,eagle screaming
JWd6vF4yfG8_30,fire truck siren
FeqIaBSfujw_50,extending ladders
mE0qnyrn7qI_585,forging swords
1w_iLXQb-9Q_7,children shouting
Xeib4Gnw_Sc_86,ice cracking
2zec0wuZgLE_500,opening or closing drawers
noH950QMOLg_198,playing snare drum
t_nChjR23qA_31,"alligators, crocodiles hissing"
Ke1oAMn5aXE_60,ocean burbling
J5_m9Ee6A6M_30,"female speech, woman speaking"
p4P5tbsAqcY_145,ice cracking
ZNe6E93k6tI_50,people burping
exgH8nvggVA_26,rope skipping
IVJkeUVwUaY_37,playing erhu
bkFvzo2HSrU_32,playing congas
SU9ZP2pbqyU_10,playing ukulele
wjoKYbUM9Wo_40,"cattle, bovinae cowbell"
cocA3THl4S0_57,eagle screaming
ThLQka_yZNY_261,beat boxing
GmGWvBNO8JI_30,tapping guitar
1JfwuwHV0hc_212,volcano explosion
bKlj1LbM6wI_120,"bee, wasp, etc. buzzing"
R3urUtvSgkU_30,playing bass guitar
BS1fqEDAvh0_330,driving buses
15Mw2jyyHk0_30,playing bass guitar
FkS5NOnVsL0_50,rope skipping
B23bjt_wJy8_119,playing volleyball
iLaDu_GNqb4_13,"ice cream truck, ice cream van"
MJwSw-tc_t4_673,sailing
N-6HKjQwPTo_30,ambulance siren
VtcXTrVLwb8_598,beat boxing
OdOu8yGpIig_456,"race car, auto racing"
R3ZTE3rmutA_36,children shouting
ZvG5aSIrYAw_190,typing on typewriter
IS2lQophwDw_50,people hiccup
9Ti98L4PRCo_17,reversing beeps
spPxCn3I4V8_30,playing accordion
RHYNFIUe7H8_1,canary calling
RXA11LoRWaQ_156,striking bowling
UzAXqTsdtjY_560,playing didgeridoo
OIqd2UrvGcI_109,"ice cream truck, ice cream van"
lQNWx4KRlz0_450,"subway, metro, underground"
TpU5dZlW2pg_40,planing timber
irk-Frn0a54_40,chopping food
T0S4-E8BE0A_60,playing electronic organ
sm7eBFHtdeA_30,wind rustling leaves
I7QODcpToew_80,playing bagpipes
JwngKnAg-ys_314,sea waves
BR_GZnsBJT4_45,bull bellowing
RT234P5SzJo_460,lions roaring
-gSfPQqi6nI_30,cat meowing
a_HzXa0YVIo_170,"rowboat, canoe, kayak rowing"
_loJG92_VBE_50,playing acoustic guitar
Dbo9tI1f2mo_83,beat boxing
1_v-Kro86Io_10,playing harpsichord
dmdMvf8RkSQ_30,fire crackling
0DzsPL-xElE_20,chainsawing trees
NL_YbLLrvaI_26,skiing
Vlh9AMaTrLQ_451,playing oboe
B_oNEOct8YE_30,sloshing water
TsJkj3BotEo_580,thunder
Xq6M-3Kh_PU_20,snake hissing
8-viBoPGFCA_3,playing oboe
H1yDjMDES94_0,people whistling
40CVvVDVWVM_51,ferret dooking
x9gE-IPfg3M_80,fireworks banging
LjzgGsaVCP4_76,elephant trumpeting
Y8x4eyGCecI_320,airplane
AMLJZImQ5Xk_30,mouse squeaking
L2SI789JKPQ_20,train horning
K7CQ6G0ILFQ_61,"ice cream truck, ice cream van"
AvEJZqK2G1A_30,basketball bounce
2XOTejBfF2g_514,chopping wood
X071tW0k91Y_17,people booing
40fIOkLK3j4_60,people coughing
JwcX-Kftu4k_13,playing washboard
LVYHbuggoj8_50,missile launch
UIM4OykJJrc_46,dog growling
r8EDAvs9gLg_27,cow lowing
Ih3hZZRw9Fg_415,bathroom ventilation fan running
V5dlaF4rqrA_60,fireworks banging
ltBX_AhuaWc_210,playing french horn
9PmzQI8ZYpg_30,using sewing machines
1RfdLnNRLfA_149,cupboard opening or closing
lIzR-RYqTxQ_30,goose honking
Ckz3mjx9XwY_0,footsteps on snow
wibHmlHjDt8_175,playing tympani
yHN0HQygI88_169,people eating apple
UR-2P-NHz1w_240,cattle mooing
De311q4Wp6Q_30,car engine knocking
QhN6ppPcOJU_51,chinchilla barking
ZS7bf3avohU_1,civil defense siren
txuBsNcWF4s_30,playing flute
VzrRMzQIt4I_142,playing tennis
JXmpEFLhr9E_30,fireworks banging
Dmy4EjohxxU_60,baby babbling
97plxBxUju4_10,playing clarinet
_NW6RuwbP1Q_20,people giggling
1a-ODBWMUAE_30,waterfall burbling
T9dKp1EN4p8_30,playing didgeridoo
SkbFczIabRY_30,car passing by
MoG0nt_0iSw_0,door slamming
HC4f5gUkLME_171,playing mandolin
3feU6jqOjnU_3,zebra braying
DroAzooK4yw_30,playing acoustic guitar
0439dMJj-FY_30,thunder
AraV2kvytIY_24,airplane flyby
CXRemJ1ZLC8_250,"child speech, kid speaking"
D5-jwFJXn1U_182,cupboard opening or closing
AAWe4zRLVVU_30,playing timpani
wuIdKobdk7g_17,playing bass drum
H7leMctSTMc_30,pig oinking
oD4bkJ2Suyo_103,train horning
griyZ1JUOs0_304,people gargling
NY1zBHjxxc4_140,"cattle, bovinae cowbell"
OkAT5LKBbIE_190,dog bow-wow
wYNKH0Ou9vM_80,dog howling
U7nHdo5Bx9g_70,playing gong
O70kWGbFbbY_204,playing congas
9b3P0ERIZ-c_1,"ice cream truck, ice cream van"
FWWM9d899l0_30,people sniggering
wVLyIVxZ4PY_533,people eating apple
aMDAoaCyB1c_73,roller coaster running
KXVWbk9RRRs_30,playing steelpan
SmzESvmFENY_14,"fly, housefly buzzing"
mbLiZ_jpgeY_20,driving motorcycle
rJg75xog4hs_29,spraying water
NgAEMX5d5iM_83,train wheels squealing
VW9qQ_GBGyQ_268,volcano explosion
V5a0OUeceeY_42,snake rattling
7JqR7JlgRlE_30,turkey gobbling
YfV9YjCSkYM_30,firing cannon
0R85JknaH-w_90,splashing water
oNyiXxPxENY_196,ferret dooking
OAyewg0sAeY_0,snake hissing
PZiOZeRIgxs_372,"ice cream truck, ice cream van"
Dj9gyAoqmQ0_30,machine gun shooting
yUo3x9A--fI_145,people nose blowing
YYPoB3gJkPM_30,singing choir
oZoJ26C6LrU_100,police car (siren)
sUktuuWltHc_10,"donkey, ass braying"
T2F6euNVT5Y_10,machine gun shooting
cEjYmO5-dLk_10,playing cello
mDovspDoLAE_30,sliding door
2Ic1zm9mBjk_30,playing sitar
2U-4QHS0QBc_40,playing tabla
CT7CrLxIuQI_30,people belly laughing
9ytPHkPCXgA_50,playing tambourine
DaaY_n80b2Y_5,dog growling
onSfjunyI1A_13,"donkey, ass braying"
I6IWqqszDH0_30,playing zither
EBnrA85wsc4_30,people eating
zg6UfeKCtr4_75,playing table tennis
8QntTInSS1A_30,raining
5MMIZJ0zCZk_30,goat bleating
BD6zXOhQEMQ_6,air conditioning noise
0q9FUj_2qMc_539,hedge trimmer running
fWLjGFgL-2Q_24,sailing
1bbyaXEVouE_30,fire crackling
-_QPd-VskKY_30,mouse squeaking
ijc6Ma6c4O0_90,door slamming
KCXiP1di11k_28,people booing
r9lsNndMDIU_52,playing washboard
0XSNrKgA94g_30,thunder
CE93IieQkAg_30,lawn mowing
QBMDnMRwQCc_70,helicopter
9pfZ4sXXsE4_330,chicken crowing
8TWtLCjUI5I_0,dog barking
10Y5oGN2J30_142,skiing
4euUZgSSuIw_160,woodpecker pecking tree
7O2qPT8vgfI_15,sliding door
ALtDtYnWFuo_30,playing cello
6Qfh2r3VSlI_40,playing clarinet
QAWuHvVCI6g_30,skidding
6e8U65rgekA_46,people battle cry
LsphcdJi4Ss_25,cell phone buzzing
bcZ3ZPQQbYA_11,mynah bird singing
8HBG5mO7ef4_156,"alligators, crocodiles hissing"
i8bt6Mb0rUc_10,playing timpani
wM9UMHourhM_164,playing glockenspiel
CjuYza6dsvs_30,crow cawing
3fx2rF3lDUo_14,smoke detector beeping
KacYEZwBTY4_50,playing timbales
bf551OyAH-Y_30,"cattle, bovinae cowbell"
ehMAmSwqiaA_75,people battle cry
UkQRD1PBszA_454,playing darts
IHSblFkJ6-Y_39,cheetah chirrup
28Ih0rDx-Y4_310,"railroad car, train wagon"
mwoQMUhI9nY_139,playing table tennis
17CpJxlwzNg_30,stream burbling
8OukwZl_vsg_30,car engine starting
rmQhPCwioJw_0,dog howling
Yf7ypnJ2J-U_39,playing glockenspiel
_4nHLSN4J0E_32,tornado roaring
bW2Tw3pJFqQ_0,playing electronic organ
I3OYmetiXqA_597,people slurping
YpOHemscGCk_0,people burping
o0iBZi-ARq0_67,roller coaster running
LpswiH_Vkes_21,frog croaking
LvHVrKhkKBE_420,raining
jlmyAZSidOQ_290,toilet flushing
V0zQHNmz0gU_30,playing theremin
0dC1f6bdyr4_142,yodelling
gdR6nuDBghI_134,magpie calling
8w-V_hYvxXs_160,playing acoustic guitar
4GclkzsR830_30,car passing by
8zuOvjviOvc_170,opening or closing drawers
VvpjmyUhvP0_80,sailing
eaYJfcK4R-o_30,"pigeon, dove cooing"
mWaz8lJKZe8_140,playing trumpet
XcyHfR180hA_8,playing congas
7jzx664u5DA_110,playing saxophone
Ld_6bCcNVI4_290,hair dryer drying
7xSEtsE_kuI_128,arc welding
WSTJFJg6tzI_22,tractor digging
dcjbs7R1yL8_190,cattle mooing
rKwsKLBKTIY_59,people humming
-inB65exXFU_30,firing cannon
8-DsEUYJMJo_442,cuckoo bird calling
MPe6ztPtF0Y_30,playing acoustic guitar
bNsdqz8CYbs_230,opening or closing drawers
o_ruuyYruBU_138,sailing
VQ3h0ZA3FQ0_260,"vehicle horn, car horn, honking"
fPFpRsKbzfU_0,owl hooting
EjqjnaA1nVg_30,playing trumpet
Ysqh1uzqGrc_0,child singing
3w4nFQrUQ8k_20,playing timpani
BWD6kurQFNg_30,playing accordion
meA5z8lSHhU_54,swimming
V4RmD_obUBo_125,"race car, auto racing"
jh0nGY4dzHg_280,"bee, wasp, etc. buzzing"
reGGOP8tYLU_0,eating with cutlery
SY0xg2MmmYw_42,metronome
Z3pUlB0EFjA_106,hail
EK_9TZfgNos_32,fox barking
LOHw8cZZ9-U_450,people belly laughing
GII4Q_FEcU8_28,tornado roaring
5Sf62hLcusw_187,people eating noodle
5bU5bCN2y54_46,cell phone buzzing
C1GNgdVq2Tk_20,"cattle, bovinae cowbell"
b1zaZX6dgxI_3,sloshing water
As1qH-6EF4I_30,people sneezing
0mNvPaqfwUI_220,"railroad car, train wagon"
0VW4nelMODc_271,swimming
ortMPr9w06U_21,"donkey, ass braying"
1tC7bTilFWk_30,cat caterwauling
z8-pznb0LUQ_50,striking pool
W3u2hj1x7gY_350,helicopter
ABL8jtrfZ3E_167,playing tuning fork
_KYo_89lgf0_80,people burping
8FqnSZYWsgM_44,foghorn
jMGs_4wggtY_4,cutting hair with electric trimmers
PuvTDLP8lwM_30,typing on computer keyboard
AedlWfHafgw_21,basketball bounce
KlVO3gu-j70_190,playing vibraphone
JVjDa0NmfeE_12,cat hissing
wqe7p4y85ls_30,people whispering
tTFNpWCZ3vA_16,extending ladders
8Z2qdI0LlN0_11,duck quacking
Quqx2Iga5b8_86,chipmunk chirping
cNNv7S3viJk_51,airplane flyby
EMUhJi30xJU_30,crow cawing
k7rGUmOV6wQ_261,shot football
lsY8RejLczg_176,slot machine
